university,enrollment,first.gen,year,num.courses,faculty,race,other.race,alcohol,social.network,sleep,enough.sleep,exercise,diet,GPA.range,gender,age,disability,PSS_1,PSS_2,PSS_3,PSS_4,PSS_5,PSS_6,PSS_7,PSS_8,PSS_9,PSS_10,RSES_1,RSES_2,RSES_3,RSES_4,RSES_5,RSES_6,RSES_7,RSES_8,RSES_9,RSES_10,GSE_1,GSE_2,GSE_3,GSE_4,GSE_5,GSE_6,GSE_7,GSE_8,GSE_9,GSE_10,LOTR_1,LOTR_3,LOTR_4,LOTR_7,LOTR_9,LOTR_10,SWLS_1,SWLS_2,SWLS_3,SWLS_4,SWLS_5,GSQA_1,GSQA_2,GSQA_3,GSQA_4,GSQA_5,GSQA_6,GSQA_7,GSQB_1,GSQB_2,GSQB_3,GSQB_4,GSQB_5,GSQB_6,GSQB_7,GSQC_1,GSQC_2,GSQC_3,GSQC_4,GSQC_5,GSQC_6,GSQC_7,PSS.total,RSES.total,GSE.total,LOTR.total,SWLS.total,GHQ.total,PSS.help,PSS.eff,GHQa.total,QHQb.total,GHQc.total,replicate,living,covid.test,phys.class,online.class
3,"1,3",2,1,6,8,6,,1,3,3,2,1,3,,female,19,1,2,1,4,2,2,3,2,2,1,2,3,3,2,3,2,3,3,1,1,1,3,3,3,3,4,4,3,3,3,4,1,1,1,1,1,3,2,3,3,3,3,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,21,22,33,8,26,7,8,13,1,4,2,c,1,1,1,5
3,1,1,1,6,4,"5,8",Caribbean,1,2,3,1,1,1,,female,18,2,4,2,4,2,2,3,2,2,3,3,3,3,1,3,2,3,3,0,1,1,3,2,3,2,2,3,2,2,3,2,2,3,2,3,3,2,3,3,3,3,6,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,27,20,24,15,22,10,8,19,2,5,3,c,4,1,1,4
3,1,2,1,8,3,1,,1,3,3,2,1,2,,male,18,2,2,2,2,1,3,1,2,1,2,1,4,4,3,2,2,3,3,0,0,1,3,3,2,3,3,3,3,3,3,3,0,3,2,2,1,1,3,4,5,3,5,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,17,22,29,9,20,9,7,10,2,4,3,c,1,3,1,5
3,"1,7",2,1,6,8,8,West Indian ,1,4,3,2,1,3,,male,19,2,2,1,3,2,2,3,2,2,2,3,3,4,1,4,2,3,3,2,2,2,4,4,3,2,3,3,2,2,3,3,3,2,3,2,0,2,2,2,2,3,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,22,26,29,12,30,8,8,14,1,5,2,c,4,1,6,7
3,1,2,3,3,3,4,,1,3,2,1,1,1,2,male,20,2,1,0,3,2,1,2,4,4,0,3,4,1,0,1,0,1,1,2,0,0,2,3,1,4,4,4,4,3,4,3,0,0,1,0,0,4,6,6,5,7,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,20,10,32,5,9,9,11,9,2,2,5,c,2,1,1,7
3,1,2,1,6,12,6,,1,3,2,2,2,2,,male,18,2,3,3,4,2,3,3,3,3,1,2,2,3,2,3,1,2,2,1,1,2,2,3,2,2,2,2,2,3,3,2,2,2,2,1,1,2,5,3,4,5,7,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,27,19,23,10,16,11,11,16,4,2,5,c,4,1,1,4
3,"1,5,7",2,2,6,8,5,,1,3,2,2,2,2,3,female,19,2,2,3,4,2,3,3,3,3,3,4,4,4,1,3,0,2,2,0,0,0,4,3,3,4,3,4,4,3,3,4,2,2,4,3,1,0,4,3,5,5,2,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,30,16,35,12,21,12,11,19,5,4,3,c,1,1,1,8
3,"1,3",2,3,5,14,"1,4,7",,1,3,3,1,1,2,2,male,20,2,1,1,2,2,2,1,2,2,1,1,3,3,2,1,3,3,3,0,1,1,4,2,3,3,3,4,3,4,4,3,2,2,3,2,2,4,7,4,4,7,6,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,15,20,33,15,12,8,8,7,1,4,3,c,4,1,1,8
3,1,2,2,6,3,1,,2,4,3,1,1,3,4,male,18,2,2,2,3,2,2,3,3,1,3,2,3,3,2,3,2,3,3,2,0,1,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,2,7,2,3,2,6,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,23,22,30,14,20,9,8,15,3,4,2,c,4,3,1,6
3,1,2,1,8,3,5,,1,1,3,1,1,1,,female,16,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,0,3,3,1,1,1,3,3,3,1,3,3,3,3,3,3,2,2,2,2,2,2,4,4,4,4,4,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,20,19,28,12,20,7,8,12,1,4,2,c,4,1,1,8
3,1,1,1,6,3,5,,1,1,2,1,2,3,,female,18,2,3,1,4,2,2,2,2,2,2,3,3,3,1,2,1,2,3,1,0,0,3,3,3,3,3,3,2,2,3,3,1,2,1,2,2,2,5,4,4,5,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,23,16,28,10,20,5,8,15,0,3,2,c,4,1,8,6
3,1,1,1,6,3,6,,1,3,2,2,1,2,,female,18,2,3,3,4,3,2,2,3,2,3,2,2,3,1,3,2,2,2,1,1,1,3,2,3,3,3,3,2,3,3,2,1,1,1,1,1,1,5,2,4,2,6,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,27,18,27,6,21,9,10,17,3,2,4,c,4,1,1,5
3,1,3,2,7,3,5,,1,2,3,2,2,2,3,male,19,2,1,3,3,2,3,2,2,3,0,3,2,2,1,2,1,2,2,0,0,1,3,2,3,3,3,3,3,3,3,3,1,3,0,2,1,2,6,3,6,6,6,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,22,13,29,9,13,7,10,12,2,1,4,c,4,1,1,1
3,1,1,3,6,3,5,,1,3,3,1,1,1,3,female,20,2,3,2,4,2,1,2,2,2,2,3,3,3,2,2,1,2,2,1,1,1,3,3,3,2,3,3,2,2,3,3,3,3,2,1,3,1,3,3,3,5,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,23,18,27,13,21,6,7,16,0,3,3,c,1,1,4,6
3,1,2,1,6,8,4,,1,4,2,2,1,2,,male,18,2,2,2,3,2,2,2,1,2,1,2,3,3,2,3,2,3,2,1,1,2,4,3,3,2,3,4,2,4,3,3,1,3,3,3,3,3,3,2,3,5,6,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,19,22,31,16,21,7,7,12,0,4,3,c,4,1,1,5
3,1,1,3,6,8,5,,1,4,3,2,1,2,2,female,21,2,1,2,3,1,1,3,2,3,1,2,2,3,2,2,1,3,4,0,2,2,2,3,2,2,3,3,3,2,2,3,3,2,2,1,0,4,3,4,4,4,5,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,19,21,25,12,20,8,7,12,2,2,4,c,4,3,6,8
3,1,2,2,6,8,1,,1,1,3,1,1,2,3,female,23,2,2,1,2,2,2,1,2,2,1,1,3,2,2,3,1,2,1,1,1,1,3,3,2,1,2,3,2,2,3,2,1,1,0,2,1,1,6,5,6,5,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,16,17,23,6,15,7,8,8,1,2,4,c,4,1,1,7
3,1,2,4,6,2,5,,1,3,3,1,1,3,3,female,20,2,2,2,3,3,2,3,2,2,1,2,3,3,2,3,2,3,3,2,1,1,3,2,3,3,3,3,3,2,3,3,1,2,1,2,2,3,5,5,5,3,6,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,22,23,28,11,16,9,9,13,2,4,3,c,4,1,1,1
3,1,2,4,5,3,5,,2,2,3,1,1,1,4,female,20,2,3,4,4,3,4,4,4,4,4,4,3,3,2,3,2,2,2,0,0,0,2,2,3,3,3,3,2,2,3,3,3,3,3,1,3,3,3,6,5,5,7,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,38,17,26,16,14,15,15,23,6,4,5,c,2,1,1,8
3,"1,3",2,1,6,12,1,,1,2,3,2,2,2,,male,18,3,2,4,4,2,4,3,2,4,0,3,2,1,0,2,1,2,1,1,0,1,3,2,1,2,3,4,3,1,2,2,2,0,1,0,1,1,6,5,7,5,6,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,28,11,23,5,11,9,12,16,3,1,5,c,4,1,1,4
3,1,2,1,6,3,6,,2,3,2,1,1,2,,female,18,2,4,3,2,0,2,1,2,0,1,0,4,4,3,4,2,4,4,3,2,3,4,4,4,1,2,4,3,1,3,4,0,2,3,2,2,3,2,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,15,33,30,12,30,8,4,11,1,5,2,c,1,1,1,6
3,1,1,2,6,3,5,,2,3,2,1,3,3,3,male,19,2,1,1,2,2,3,1,2,2,1,2,2,2,3,2,2,4,3,2,1,2,2,3,2,2,3,3,3,1,2,2,2,2,3,2,3,2,3,5,4,4,5,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,17,23,23,14,19,8,9,8,2,2,4,c,4,1,1,6
3,1,2,1,6,3,6,,2,3,2,2,2,2,,female,18,3,2,3,4,1,1,4,3,3,0,3,3,2,1,3,2,2,2,2,1,1,3,3,3,4,4,3,4,3,3,3,3,3,2,0,3,3,2,2,3,3,6,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,24,19,33,14,24,9,8,16,3,3,3,c,1,3,1,8
3,1,2,4,6,3,1,,1,3,3,2,1,3,3,female,21,2,3,3,4,2,2,2,2,3,3,3,3,3,2,4,1,2,2,1,0,1,3,3,2,2,3,4,3,3,3,2,1,1,1,1,1,2,5,3,4,3,6,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,27,19,28,7,19,10,9,18,2,4,4,c,2,3,1,8
3,1,1,1,6,2,2,,1,4,3,1,1,3,,female,18,2,2,1,1,3,2,3,1,4,1,1,1,2,3,2,2,3,3,1,2,2,1,2,1,3,3,2,3,2,3,2,2,2,3,2,1,4,3,4,3,2,2,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,19,21,22,14,26,11,10,9,4,2,5,c,4,3,2,5
3,1,1,1,6,9,6,,2,1,2,2,2,3,,male,18,2,0,3,4,2,2,3,3,1,1,2,4,4,1,4,2,2,3,0,1,2,3,3,2,2,3,4,3,2,3,4,1,1,0,1,1,3,4,2,5,4,6,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,21,23,29,7,19,8,8,13,2,3,3,c,4,3,1,4
3,1,2,2,7,8,5,,2,3,3,1,1,2,4,female,19,2,2,2,3,1,2,2,3,2,3,1,4,4,3,3,3,3,3,2,2,2,3,3,4,3,3,4,3,4,3,3,0,2,4,3,2,3,5,5,3,3,6,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,21,29,33,14,18,10,8,13,2,6,2,c,4,1,1,3
3,1,2,1,6,3,6,,1,2,2,1,1,3,,female,18,2,3,3,4,2,1,3,3,1,1,1,4,4,3,3,3,3,3,1,2,3,3,2,3,3,3,3,2,3,2,3,1,2,3,2,3,3,2,2,2,2,2,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,22,29,27,14,30,10,7,15,2,6,2,c,1,1,1,8
3,1,1,4,6,9,6,,2,3,2,1,1,1,3,female,21,2,3,4,4,2,3,4,2,2,3,4,3,3,1,3,1,2,3,0,0,1,3,1,3,3,3,3,3,3,2,3,2,1,3,0,0,3,4,2,3,3,7,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,31,17,27,9,21,10,9,22,3,4,3,c,4,1,1,8
3,1,2,1,6,14,1,,1,3,3,2,1,2,,female,18,2,2,1,3,2,2,2,1,2,2,1,3,3,2,3,2,3,3,1,1,2,4,2,3,3,3,4,2,3,3,3,1,4,3,4,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,18,23,30,18,27,7,7,11,0,4,3,c,4,1,1,5
3,1,1,2,4,2,1,,1,3,2,1,1,2,3,male,20,2,2,2,2,2,2,2,3,3,1,1,3,3,2,3,1,3,3,1,1,2,3,2,3,3,3,3,3,3,3,3,1,1,2,1,1,2,5,5,4,3,6,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,20,22,29,8,17,10,10,10,3,4,3,c,1,1,1,1
3,"1,5",2,2,6,3,5,,1,3,3,1,1,3,3,female,19,2,1,0,1,1,1,1,2,3,0,0,3,3,2,3,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,2,2,2,2,2,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,10,25,30,15,30,8,7,3,2,4,2,c,2,1,4,8
3,1,2,2,5,1,5,,1,3,1,2,2,2,2,female,19,2,2,2,4,1,2,2,2,2,1,4,4,4,2,3,2,3,2,1,2,1,3,3,3,3,3,2,2,3,3,3,3,2,1,2,2,3,4,5,5,4,7,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,22,24,28,13,15,8,7,15,0,5,3,c,4,1,6,5
3,1,2,2,6,3,2,,2,3,3,1,2,2,4,female,18,2,3,4,3,0,2,2,2,1,4,2,4,4,2,3,3,3,4,0,1,2,3,2,3,3,3,3,3,3,3,3,3,2,2,1,3,2,5,1,2,2,6,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,23,26,29,13,24,9,5,18,1,5,3,c,2,3,1,4
3,1,2,3,6,3,6,,1,4,3,1,1,3,3,female,20,2,0,1,2,0,1,2,1,2,1,1,3,3,2,3,2,3,3,1,1,1,3,2,3,3,3,3,3,3,3,3,1,3,1,3,3,3,5,3,3,4,5,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,11,22,29,14,20,8,4,7,1,4,3,c,2,1,1,5
3,"1,5",2,3,6,8,5,,1,3,2,1,2,3,4,female,20,2,2,1,2,3,3,1,3,2,3,3,2,3,2,3,2,3,3,1,2,2,3,2,3,2,3,3,2,2,3,3,3,1,2,2,1,3,2,2,2,2,2,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,23,23,26,12,30,12,11,12,5,4,3,c,2,1,1,7
3,1,2,1,5,8,6,,2,3,3,1,1,2,,female,18,2,2,1,2,1,1,0,1,1,2,1,4,4,2,3,2,3,3,2,2,2,3,2,3,3,3,4,3,3,3,3,3,1,3,3,3,3,2,2,2,2,2,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,12,27,30,16,30,8,4,8,1,4,3,c,1,3,1,5
3,1,2,4,5,14,1,,1,2,2,2,1,2,3,female,22,2,3,3,4,2,3,3,2,3,4,4,2,2,1,2,1,2,2,1,1,1,3,2,2,2,2,2,3,3,3,3,0,2,2,2,2,2,6,6,6,6,6,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,31,15,25,10,10,10,10,21,4,1,5,c,4,1,1,8
3,1,1,2,6,8,9,,1,4,3,1,1,3,3,female,20,2,2,3,2,2,2,1,2,2,2,2,2,3,2,2,2,2,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,1,4,2,2,2,4,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,20,19,30,14,20,4,8,12,1,1,2,c,2,1,1,5
3,1,1,4,6,8,1,,2,4,2,2,1,2,3,female,21,2,3,4,4,2,2,2,3,3,4,3,3,3,1,2,1,3,2,0,1,0,3,3,3,3,3,3,2,3,3,2,3,2,1,1,1,3,6,6,6,3,7,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,30,16,28,11,12,10,10,20,3,4,3,c,4,1,8,7
3,1,2,2,6,8,"6,8",Latino,1,1,3,1,2,2,3,female,20,2,1,1,3,2,2,2,1,2,0,2,3,3,3,3,3,4,3,2,3,3,3,1,2,2,1,3,2,2,2,2,3,2,3,3,3,3,2,2,3,3,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,16,30,20,17,28,8,7,9,0,6,2,c,4,1,1,8
3,1,3,1,5,14,1,,1,3,2,2,1,2,,female,18,2,2,3,4,2,3,4,1,3,2,2,3,3,3,4,2,3,2,1,2,1,4,3,3,3,3,4,4,4,3,3,3,4,4,2,2,3,6,5,5,7,4,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,26,24,34,18,13,11,9,17,3,5,3,c,1,1,8,6
3,"1,5",1,1,6,2,6,,1,3,3,1,1,3,,female,18,2,2,2,3,1,1,2,2,1,1,3,3,3,2,3,2,3,3,2,2,2,3,2,3,3,3,3,2,3,3,3,2,2,3,3,3,3,2,2,2,3,2,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,18,25,28,16,29,8,5,13,0,5,3,c,4,1,7,6
3,1,2,1,6,14,1,,1,3,2,2,1,1,,female,18,2,4,4,4,3,3,3,3,3,0,4,2,2,1,2,1,1,1,0,1,1,3,3,3,2,2,3,2,3,2,2,1,1,1,1,1,2,6,4,4,3,6,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,31,12,25,7,17,9,12,19,5,1,3,c,4,3,1,8
3,1,3,2,7,8,6,,2,1,3,1,1,1,4,female,19,2,2,3,4,2,2,1,1,1,4,2,4,4,2,3,2,3,3,2,1,1,3,3,4,2,2,3,3,3,2,3,3,1,1,3,2,2,5,5,3,3,6,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,22,25,28,12,18,7,6,16,1,4,2,c,4,1,1,3
3,1,2,5,5,12,5,,1,4,3,1,3,2,4,male,23,2,3,2,4,0,1,3,2,0,4,3,3,2,1,4,0,4,3,1,1,1,3,4,3,4,2,3,3,2,3,4,1,4,1,3,4,1,3,3,6,6,4,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,22,20,31,14,18,8,3,19,2,4,2,c,4,1,1,7
3,1,2,1,6,8,7,,1,3,3,1,1,2,,female,18,2,2,2,3,3,3,2,2,2,2,3,3,3,2,3,2,2,2,1,1,2,2,2,2,3,3,3,3,2,2,3,2,2,2,2,3,2,5,5,5,4,6,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,24,21,25,13,15,12,10,14,2,4,6,c,4,1,1,5
3,1,2,1,6,8,5,,1,3,3,1,1,2,,female,18,2,2,2,2,2,1,1,1,1,1,1,4,4,2,3,2,3,3,2,2,3,3,3,4,3,3,3,3,3,3,4,3,3,4,3,3,2,3,1,2,3,3,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,14,28,32,18,28,6,5,9,1,4,1,c,4,1,1,5
3,1,2,2,6,3,6,,1,2,3,1,2,3,3,female,20,2,1,2,3,2,1,3,2,2,3,4,3,3,1,3,2,2,3,1,1,2,3,2,2,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,2,3,4,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,23,21,28,19,26,10,7,16,2,4,4,c,4,1,1,7
3,"1,3",1,2,4,7,6,,1,2,4,2,1,3,2,male,31,1,4,4,4,2,3,2,2,2,4,3,3,3,2,3,1,2,2,1,1,1,3,3,3,3,3,3,3,4,3,2,0,0,0,0,0,0,6,6,5,7,7,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,30,19,30,0,9,9,9,21,2,4,3,c,4,1,8,5
3,1,2,1,6,8,5,,2,4,2,2,1,2,,female,18,2,2,3,4,2,2,3,0,1,1,1,3,3,1,2,1,2,2,0,1,1,3,2,2,3,2,3,3,3,3,3,1,1,1,1,1,2,3,6,5,5,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,19,16,27,7,16,8,5,14,1,2,5,c,1,1,1,7
3,1,2,2,8,3,6,,1,1,3,1,1,3,3,female,19,2,2,0,4,1,2,2,2,1,1,2,4,4,3,4,0,4,4,2,2,3,3,3,3,3,3,3,3,2,3,3,3,4,3,4,4,3,2,1,1,2,3,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,17,30,29,21,31,6,6,11,0,5,1,c,4,1,3,8
3,"1,5",2,1,5,3,5,,2,3,2,2,1,2,,female,19,2,3,4,3,3,2,4,3,3,4,3,4,3,2,3,2,3,4,1,2,2,3,3,2,1,1,3,3,1,2,3,1,0,3,3,1,3,5,7,2,2,4,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,32,26,22,11,20,13,11,21,5,5,3,c,4,3,1,6
3,1,2,3,6,7,7,,1,3,3,1,3,4,4,male,23,2,1,1,3,1,1,0,1,1,1,0,4,4,3,4,3,4,4,2,3,3,4,3,3,4,4,4,4,4,4,4,3,4,4,3,3,4,2,1,1,2,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,10,34,38,21,31,6,4,6,0,6,0,c,4,1,1,6
3,1,2,4,6,3,7,,1,1,2,2,1,3,3,unknown,21,2,2,1,4,1,2,4,1,4,2,3,4,4,2,3,2,3,3,3,1,1,4,1,2,3,3,4,3,2,3,4,0,1,0,2,1,1,5,3,1,6,7,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,24,26,29,5,18,12,8,16,2,5,5,c,4,1,1,4
3,1,1,1,6,8,6,,1,3,2,1,1,1,,female,19,2,1,4,4,2,3,4,3,4,2,4,3,2,1,2,1,2,2,0,0,0,2,2,2,2,2,3,2,3,2,2,1,1,1,0,1,1,5,5,4,3,6,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,31,13,22,5,17,12,12,19,4,2,6,c,1,1,1,7
3,1,2,2,6,3,6,,1,2,3,1,2,3,4,male,20,2,1,1,3,1,1,3,0,1,0,2,3,4,2,3,3,3,3,2,2,2,3,2,4,3,3,4,4,3,3,3,3,3,3,2,2,3,2,3,1,2,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,13,27,32,16,31,9,3,10,1,5,3,c,4,1,1,8
3,1,2,2,6,3,1,,1,3,3,1,1,1,4,female,19,2,2,2,3,2,2,2,2,1,1,1,3,3,2,3,1,3,3,0,1,1,3,2,2,3,2,3,3,3,3,3,3,1,3,1,3,3,5,3,3,5,5,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,18,20,27,14,19,8,7,11,0,4,4,c,4,1,1,6
3,1,2,1,6,12,6,,2,3,3,2,1,2,,female,18,2,1,2,4,3,1,3,1,2,1,3,3,3,1,2,1,1,2,0,1,1,3,3,3,3,3,3,2,3,3,3,3,1,3,2,1,2,2,3,4,3,4,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,21,15,29,12,24,8,7,14,2,3,3,c,1,1,1,6
3,1,2,2,7,3,5,,1,3,2,2,1,1,3,female,19,3,2,2,4,4,3,4,3,3,3,3,2,2,1,2,1,1,1,2,1,1,2,3,2,2,2,3,1,2,2,2,0,3,0,1,1,1,6,3,4,4,6,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,31,14,21,6,17,12,13,18,6,1,5,c,4,1,1,6
3,1,2,2,5,8,6,,2,2,2,2,1,1,2,female,unknown,3,4,4,4,2,3,4,2,3,3,4,3,3,1,3,1,3,3,2,1,1,3,3,3,3,4,3,4,3,3,3,1,4,3,4,4,4,7,7,6,7,5,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,33,21,32,20,8,11,10,23,4,5,2,c,4,1,1,5
3,1,1,3,5,4,6,,1,2,2,2,1,4,2,male,unknown,2,2,2,3,2,2,3,2,2,1,2,3,3,2,3,1,2,2,2,0,1,2,2,2,2,2,3,2,2,2,3,1,3,3,2,0,1,4,5,6,4,5,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,21,19,22,10,16,10,8,13,1,3,6,c,2,1,1,6
3,1,2,1,8,3,6,,1,3,3,2,1,3,,female,18,2,3,2,4,1,2,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,4,3,4,4,4,4,4,4,4,4,2,3,3,3,3,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,16,9,39,17,30,3,5,11,0,0,3,c,1,1,1,7
3,1,1,1,7,3,5,,1,2,2,2,1,2,,male,18,2,2,3,3,2,2,3,2,3,2,2,3,3,2,3,1,2,3,1,1,1,3,3,3,3,2,4,3,4,4,3,3,1,2,3,1,2,6,6,5,7,7,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,24,20,32,12,9,7,9,15,2,3,2,c,4,1,1,2
3,1,2,1,6,8,6,,1,4,3,2,1,2,,female,18,2,2,1,3,2,1,1,3,2,1,0,2,2,1,2,0,3,3,1,1,1,2,3,1,2,1,2,3,2,3,3,1,1,1,2,1,1,2,3,5,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,16,16,22,7,25,6,8,8,1,1,4,c,1,1,8,1
3,1,2,2,6,3,6,,1,4,4,1,1,4,2,female,19,2,0,0,3,0,1,0,0,4,0,0,4,4,3,3,3,4,4,3,3,3,4,3,3,4,2,3,4,4,3,4,2,-1,0,2,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,8,34,34,7,35,8,5,3,1,6,1,c,2,3,4,8
3,1,1,4,4,2,1,,1,3,3,1,1,1,3,male,22,1,1,0,2,1,2,0,1,3,1,0,2,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,4,4,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,11,18,30,0,20,5,7,4,2,0,3,c,4,1,1,4
3,2,1,3,3,7,1,,1,3,2,1,2,3,4,female,36,2,2,4,2,3,2,2,2,2,4,1,2,4,1,2,1,3,2,1,2,0,3,3,2,4,2,3,3,3,3,4,1,4,2,2,3,0,5,5,4,4,4,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,24,18,30,12,18,9,9,15,3,2,4,c,4,1,8,8
3,1,2,3,6,4,8,english,1,3,3,1,2,2,4,male,20,2,2,2,2,2,2,3,2,1,3,3,2,3,2,3,2,3,2,1,2,1,3,2,3,2,3,2,3,2,3,2,2,2,2,2,2,2,4,4,4,4,4,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,22,21,25,12,20,11,7,15,3,4,4,c,4,1,1,1
3,1,2,1,7,3,5,,1,4,3,2,1,3,,female,18,2,3,2,3,1,1,3,1,2,3,3,3,4,2,3,1,3,3,0,1,0,3,3,4,3,3,3,4,4,3,3,3,1,4,1,1,3,2,2,3,2,2,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,22,20,33,13,29,9,5,17,2,5,2,c,4,1,1,8
